Evidence_ID,Cost_Ownership_Line_ID,Project_ID,Activity_ID,Reporting_Month,Evidence_Date,Measurement_Method,Evidence_Type,Incremental_Earned_Pct,Cumulative_Completion_Pct,Accepted_Quantity_Units,Quantity_Basis,Earned_Value_USD,Source
EVID-CL0160-2026-03,CL0160,P06,P06-A9,2026-03,2026-03-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,7,100,100,SYNTHETIC 100-unit progress index; not a field measurement,44882.81,SYNTHETIC_SCENARIO_V1
EVID-CL0161-2026-03,CL0161,P06,P06-A14,2026-03,2026-03-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,90,90,,,192354.30,SYNTHETIC_SCENARIO_V1
EVID-CL0171-2025-09,CL0171,P07,P07-A1,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,20,20,,,12300.00,SYNTHETIC_SCENARIO_V1
EVID-CL0171-2025-10,CL0171,P07,P07-A1,2025-10,2025-10-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,80,100,,,49200.00,SYNTHETIC_SCENARIO_V1
EVID-CL0172-2025-10,CL0172,P07,P07-A2,2025-10,2025-10-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,61500.00,SYNTHETIC_SCENARIO_V1
EVID-CL0173-2025-10,CL0173,P07,P07-A3,2025-10,2025-10-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,5,5,,,6457.50,SYNTHETIC_SCENARIO_V1
EVID-CL0173-2025-11,CL0173,P07,P07-A3,2025-11,2025-11-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,95,100,,,122692.50,SYNTHETIC_SCENARIO_V1
EVID-CL0174-2025-12,CL0174,P07,P07-A4,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,95,95,,,113928.75,SYNTHETIC_SCENARIO_V1
EVID-CL0174-2026-01,CL0174,P07,P07-A4,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,5,100,,,5996.25,SYNTHETIC_SCENARIO_V1
EVID-CL0175-2025-12,CL0175,P07,P07-A4b,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,6,6,,,7195.50,SYNTHETIC_SCENARIO_V1
EVID-CL0175-2026-01,CL0175,P07,P07-A4b,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,94,100,,,112729.50,SYNTHETIC_SCENARIO_V1
EVID-CL0176-2025-12,CL0176,P07,P07-A5,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,60,60,,,28700.40,SYNTHETIC_SCENARIO_V1
EVID-CL0176-2026-01,CL0176,P07,P07-A5,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,40,100,,,19133.60,SYNTHETIC_SCENARIO_V1
EVID-CL0177-2026-01,CL0177,P07,P07-A5b,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,47833.00,SYNTHETIC_SCENARIO_V1
EVID-CL0178-2026-02,CL0178,P07,P07-A8,2026-02,2026-02-28,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,20,20,,,9566.60,SYNTHETIC_SCENARIO_V1
EVID-CL0178-2026-03,CL0178,P07,P07-A8,2026-03,2026-03-31,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,80,100,,,38266.40,SYNTHETIC_SCENARIO_V1
EVID-CL0179-2026-01,CL0179,P07,P07-A5c,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,60,60,,,79950.00,SYNTHETIC_SCENARIO_V1
EVID-CL0179-2026-02,CL0179,P07,P07-A5c,2026-02,2026-02-28,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,40,100,,,53300.00,SYNTHETIC_SCENARIO_V1
EVID-CL0180-2026-02,CL0180,P07,P07-A6,2026-02,2026-02-28,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,60,60,,,79950.00,SYNTHETIC_SCENARIO_V1
EVID-CL0180-2026-03,CL0180,P07,P07-A6,2026-03,2026-03-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,40,100,,,53300.00,SYNTHETIC_SCENARIO_V1
EVID-CL0181-2026-02,CL0181,P07,P07-A7,2026-02,2026-02-28,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,60,60,,,267648.00,SYNTHETIC_SCENARIO_V1
EVID-CL0181-2026-03,CL0181,P07,P07-A7,2026-03,2026-03-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,40,100,,,178432.00,SYNTHETIC_SCENARIO_V1
EVID-CL0182-2026-03,CL0182,P07,P07-A10,2026-03,2026-03-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,100,100,100,SYNTHETIC 100-unit progress index; not a field measurement,446080.00,SYNTHETIC_SCENARIO_V1
EVID-CL0185-2026-03,CL0185,P07,P07-A9,2026-03,2026-03-31,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,50,50,,,41820.00,SYNTHETIC_SCENARIO_V1
EVID-CL0192-2025-12,CL0192,P08,P08-A1,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,86,86,,,53406.00,SYNTHETIC_SCENARIO_V1
EVID-CL0192-2026-01,CL0192,P08,P08-A1,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,14,100,,,8694.00,SYNTHETIC_SCENARIO_V1
EVID-CL0193-2026-01,CL0193,P08,P08-A2,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,75900.00,SYNTHETIC_SCENARIO_V1
EVID-CL0194-2026-01,CL0194,P08,P08-A3,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,50,50,,,64400.00,SYNTHETIC_SCENARIO_V1
EVID-CL0194-2026-02,CL0194,P08,P08-A3,2026-02,2026-02-28,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,50,100,,,64400.00,SYNTHETIC_SCENARIO_V1
EVID-CL0195-2026-02,CL0195,P08,P08-A4,2026-02,2026-02-28,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,25,25,,,29900.00,SYNTHETIC_SCENARIO_V1
EVID-CL0195-2026-03,CL0195,P08,P08-A4,2026-03,2026-03-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,75,100,,,89700.00,SYNTHETIC_SCENARIO_V1
EVID-CL0196-2026-03,CL0196,P08,P08-A4b,2026-03,2026-03-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,46,46,,,55016.00,SYNTHETIC_SCENARIO_V1
EVID-CL0197-2026-03,CL0197,P08,P08-A5,2026-03,2026-03-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,58880.00,SYNTHETIC_SCENARIO_V1
EVID-CL0198-2026-03,CL0198,P08,P08-A5b,2026-03,2026-03-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,20,20,,,11776.00,SYNTHETIC_SCENARIO_V1
EVID-CL0202-2026-02,CL0202,P08,P08-A7,2026-02,2026-02-28,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,102290.00,SYNTHETIC_SCENARIO_V1
EVID-CL0220-2026-02,CL0220,P09,P09-A1,2026-02,2026-02-28,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,117000.00,SYNTHETIC_SCENARIO_V1
EVID-CL0221-2026-02,CL0221,P09,P09-A2,2026-02,2026-02-28,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,30,30,30,SYNTHETIC 100-unit progress index; not a field measurement,35100.00,SYNTHETIC_SCENARIO_V1
EVID-CL0221-2026-03,CL0221,P09,P09-A2,2026-03,2026-03-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,70,100,100,SYNTHETIC 100-unit progress index; not a field measurement,81900.00,SYNTHETIC_SCENARIO_V1
EVID-CL0222-2026-03,CL0222,P09,P09-A3a,2026-03,2026-03-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,65,65,,,81120.00,SYNTHETIC_SCENARIO_V1
EVID-CL0279-2025-04,CL0279,P11,P11-A1,2025-04,2025-04-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,76800.00,SYNTHETIC_SCENARIO_V1
EVID-CL0280-2025-04,CL0280,P11,P11-A2,2025-04,2025-04-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,70,70,,,35840.00,SYNTHETIC_SCENARIO_V1
EVID-CL0280-2025-05,CL0280,P11,P11-A2,2025-05,2025-05-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,30,100,,,15360.00,SYNTHETIC_SCENARIO_V1
EVID-CL0281-2025-05,CL0281,P11,P11-A3,2025-05,2025-05-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,57600.00,SYNTHETIC_SCENARIO_V1
EVID-CL0282-2025-06,CL0282,P11,P11-A4,2025-06,2025-06-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,67200.00,SYNTHETIC_SCENARIO_V1
EVID-CL0283-2025-08,CL0283,P11,P11-A8,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,67200.00,SYNTHETIC_SCENARIO_V1
EVID-CL0284-2025-06,CL0284,P11,P11-A5,2025-06,2025-06-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,66,66,,,33264.00,SYNTHETIC_SCENARIO_V1
EVID-CL0284-2025-07,CL0284,P11,P11-A5,2025-07,2025-07-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,34,100,,,17136.00,SYNTHETIC_SCENARIO_V1
EVID-CL0285-2025-07,CL0285,P11,P11-A5b,2025-07,2025-07-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,50400.00,SYNTHETIC_SCENARIO_V1
EVID-CL0286-2025-07,CL0286,P11,P11-A5c,2025-07,2025-07-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,80,80,,,74880.00,SYNTHETIC_SCENARIO_V1
EVID-CL0286-2025-08,CL0286,P11,P11-A5c,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,20,100,,,18720.00,SYNTHETIC_SCENARIO_V1
EVID-CL0287-2025-08,CL0287,P11,P11-A6,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,93600.00,SYNTHETIC_SCENARIO_V1
EVID-CL0288-2025-08,CL0288,P11,P11-A10,2025-08,2025-08-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,93,93,,,89114.46,SYNTHETIC_SCENARIO_V1
EVID-CL0288-2025-09,CL0288,P11,P11-A10,2025-09,2025-09-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,7,100,,,6707.54,SYNTHETIC_SCENARIO_V1
EVID-CL0289-2025-08,CL0289,P11,P11-A9,2025-08,2025-08-31,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,50,50,,,191644.50,SYNTHETIC_SCENARIO_V1
EVID-CL0289-2025-09,CL0289,P11,P11-A9,2025-09,2025-09-30,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,50,100,,,191644.50,SYNTHETIC_SCENARIO_V1
EVID-CL0290-2025-09,CL0290,P11,P11-AFIRST,2025-09,2025-09-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,100,100,100,SYNTHETIC 100-unit progress index; not a field measurement,287467.00,SYNTHETIC_SCENARIO_V1
EVID-CL0291-2025-09,CL0291,P11,P11-B1inst,2025-09,2025-09-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,27,27,27,SYNTHETIC 100-unit progress index; not a field measurement,129359.97,SYNTHETIC_SCENARIO_V1
EVID-CL0291-2025-10,CL0291,P11,P11-B1inst,2025-10,2025-10-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,58,85,85,SYNTHETIC 100-unit progress index; not a field measurement,277884.38,SYNTHETIC_SCENARIO_V1
EVID-CL0291-2025-11,CL0291,P11,P11-B1inst,2025-11,2025-11-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,15,100,100,SYNTHETIC 100-unit progress index; not a field measurement,71866.65,SYNTHETIC_SCENARIO_V1
EVID-CL0292-2025-10,CL0292,P11,P11-B2inst,2025-10,2025-10-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,22,22,22,SYNTHETIC 100-unit progress index; not a field measurement,105404.42,SYNTHETIC_SCENARIO_V1
EVID-CL0292-2025-11,CL0292,P11,P11-B2inst,2025-11,2025-11-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,50,72,72,SYNTHETIC 100-unit progress index; not a field measurement,239555.50,SYNTHETIC_SCENARIO_V1
EVID-CL0292-2025-12,CL0292,P11,P11-B2inst,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,28,100,100,SYNTHETIC 100-unit progress index; not a field measurement,134151.08,SYNTHETIC_SCENARIO_V1
EVID-CL0293-2025-10,CL0293,P11,P11-B1rest,2025-10,2025-10-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,35,35,35,SYNTHETIC 100-unit progress index; not a field measurement,58800.00,SYNTHETIC_SCENARIO_V1
EVID-CL0293-2025-11,CL0293,P11,P11-B1rest,2025-11,2025-11-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,50,85,85,SYNTHETIC 100-unit progress index; not a field measurement,84000.00,SYNTHETIC_SCENARIO_V1
EVID-CL0293-2025-12,CL0293,P11,P11-B1rest,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,15,100,100,SYNTHETIC 100-unit progress index; not a field measurement,25200.00,SYNTHETIC_SCENARIO_V1
EVID-CL0294-2025-11,CL0294,P11,P11-B2rest,2025-11,2025-11-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,22,22,22,SYNTHETIC 100-unit progress index; not a field measurement,36960.00,SYNTHETIC_SCENARIO_V1
EVID-CL0294-2025-12,CL0294,P11,P11-B2rest,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,58,80,80,SYNTHETIC 100-unit progress index; not a field measurement,97440.00,SYNTHETIC_SCENARIO_V1
EVID-CL0294-2026-01,CL0294,P11,P11-B2rest,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,20,100,100,SYNTHETIC 100-unit progress index; not a field measurement,33600.00,SYNTHETIC_SCENARIO_V1
EVID-CL0295-2025-09,CL0295,P11,P11-A7,2025-09,2025-09-30,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,64000.00,SYNTHETIC_SCENARIO_V1
EVID-CL0296-2025-11,CL0296,P11,P11-B1test,2025-11,2025-11-30,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,64000.00,SYNTHETIC_SCENARIO_V1
EVID-CL0297-2025-12,CL0297,P11,P11-B2test,2025-12,2025-12-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,64000.00,SYNTHETIC_SCENARIO_V1
EVID-CL0298-2026-02,CL0298,P11,P11-A11,2026-02,2026-02-28,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,64000.00,SYNTHETIC_SCENARIO_V1
EVID-CL0299-2025-12,CL0299,P11,P11-B1gis,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,22400.00,SYNTHETIC_SCENARIO_V1
EVID-CL0300-2026-01,CL0300,P11,P11-B2gis,2026-01,2026-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,22400.00,SYNTHETIC_SCENARIO_V1
EVID-CL0301-2026-02,CL0301,P11,P11-A12,2026-02,2026-02-28,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,22400.00,SYNTHETIC_SCENARIO_V1
EVID-CL0302-2026-03,CL0302,P11,P11-A13,2026-03,2026-03-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,28800.00,SYNTHETIC_SCENARIO_V1
EVID-CL0303-2025-01,CL0303,P12,P12-Y1A1,2025-01,2025-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,28560.00,SYNTHETIC_SCENARIO_V1
EVID-CL0304-2025-01,CL0304,P12,P12-Y1A2,2025-01,2025-01-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,10,10,,,2856.00,SYNTHETIC_SCENARIO_V1
EVID-CL0304-2025-02,CL0304,P12,P12-Y1A2,2025-02,2025-02-28,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,90,100,,,25704.00,SYNTHETIC_SCENARIO_V1
EVID-CL0305-2025-11,CL0305,P12,P12-Y2A1,2025-11,2025-11-30,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,36720.00,SYNTHETIC_SCENARIO_V1
EVID-CL0306-2025-12,CL0306,P12,P12-Y2A2,2025-12,2025-12-31,WORKDAY_SPREAD,SYNTHETIC_ENGINEER_PROGRESS_ASSESSMENT,100,100,,,36720.00,SYNTHETIC_SCENARIO_V1
EVID-CL0309-2025-02,CL0309,P12,P12-Y1A3,2025-02,2025-02-28,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,10,10,10,SYNTHETIC 100-unit progress index; not a field measurement,4284.00,SYNTHETIC_SCENARIO_V1
EVID-CL0309-2025-03,CL0309,P12,P12-Y1A3,2025-03,2025-03-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,90,100,100,SYNTHETIC 100-unit progress index; not a field measurement,38556.00,SYNTHETIC_SCENARIO_V1
EVID-CL0310-2025-03,CL0310,P12,P12-Y1A4,2025-03,2025-03-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,20,20,20,SYNTHETIC 100-unit progress index; not a field measurement,8568.00,SYNTHETIC_SCENARIO_V1
EVID-CL0310-2025-04,CL0310,P12,P12-Y1A4,2025-04,2025-04-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,80,100,100,SYNTHETIC 100-unit progress index; not a field measurement,34272.00,SYNTHETIC_SCENARIO_V1
EVID-CL0311-2025-12,CL0311,P12,P12-Y2A3,2025-12,2025-12-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,25,25,25,SYNTHETIC 100-unit progress index; not a field measurement,13770.00,SYNTHETIC_SCENARIO_V1
EVID-CL0311-2026-01,CL0311,P12,P12-Y2A3,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,75,100,100,SYNTHETIC 100-unit progress index; not a field measurement,41310.00,SYNTHETIC_SCENARIO_V1
EVID-CL0312-2026-01,CL0312,P12,P12-Y2A4,2026-01,2026-01-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,46,46,46,SYNTHETIC 100-unit progress index; not a field measurement,25336.80,SYNTHETIC_SCENARIO_V1
EVID-CL0312-2026-02,CL0312,P12,P12-Y2A4,2026-02,2026-02-28,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,54,100,100,SYNTHETIC 100-unit progress index; not a field measurement,29743.20,SYNTHETIC_SCENARIO_V1
EVID-CL0315-2025-04,CL0315,P12,P12-Y1A5,2025-04,2025-04-30,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,20,20,,,22848.00,SYNTHETIC_SCENARIO_V1
EVID-CL0315-2025-05,CL0315,P12,P12-Y1A5,2025-05,2025-05-31,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,80,100,,,91392.00,SYNTHETIC_SCENARIO_V1
EVID-CL0316-2026-02,CL0316,P12,P12-Y2A5,2026-02,2026-02-28,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,50,50,,,73440.00,SYNTHETIC_SCENARIO_V1
EVID-CL0316-2026-03,CL0316,P12,P12-Y2A5,2026-03,2026-03-31,PROCUREMENT_20_30_30_20,SYNTHETIC_PROCUREMENT_STAGE_LOG,50,100,,,73440.00,SYNTHETIC_SCENARIO_V1
EVID-CL0318-2025-05,CL0318,P12,P12-Y1A6,2025-05,2025-05-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,7,7,7,SYNTHETIC 100-unit progress index; not a field measurement,66093.58,SYNTHETIC_SCENARIO_V1
EVID-CL0318-2025-06,CL0318,P12,P12-Y1A6,2025-06,2025-06-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,24,31,31,SYNTHETIC 100-unit progress index; not a field measurement,226606.56,SYNTHETIC_SCENARIO_V1
EVID-CL0318-2025-07,CL0318,P12,P12-Y1A6,2025-07,2025-07-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,25,56,56,SYNTHETIC 100-unit progress index; not a field measurement,236048.50,SYNTHETIC_SCENARIO_V1
EVID-CL0318-2025-08,CL0318,P12,P12-Y1A6,2025-08,2025-08-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,24,80,80,SYNTHETIC 100-unit progress index; not a field measurement,226606.56,SYNTHETIC_SCENARIO_V1
EVID-CL0318-2025-09,CL0318,P12,P12-Y1A6,2025-09,2025-09-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,20,100,100,SYNTHETIC 100-unit progress index; not a field measurement,188838.80,SYNTHETIC_SCENARIO_V1
EVID-CL0319-2026-03,CL0319,P12,P12-Y2A6,2026-03,2026-03-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,10,10,10,SYNTHETIC 100-unit progress index; not a field measurement,121396.30,SYNTHETIC_SCENARIO_V1
EVID-CL0321-2025-10,CL0321,P12,P12-Y1A7,2025-10,2025-10-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,57120.00,SYNTHETIC_SCENARIO_V1
EVID-CL0324-2025-11,CL0324,P12,P12-Y1A8,2025-11,2025-11-30,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,28560.00,SYNTHETIC_SCENARIO_V1
EVID-CL0330-2026-01,CL0330,P05,P05-A12c,2026-01,2026-01-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,105450.00,SYNTHETIC_SCENARIO_V1
EVID-CL0331-2026-02,CL0331,P05,P05-A13c,2026-02,2026-02-28,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,105450.00,SYNTHETIC_SCENARIO_V1
EVID-CL0332-2026-03,CL0332,P05,P05-A14c,2026-03,2026-03-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,105450.00,SYNTHETIC_SCENARIO_V1
EVID-CL0333-2026-03,CL0333,P05,P05-A15c,2026-03,2026-03-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,105450.00,SYNTHETIC_SCENARIO_V1
EVID-CL0335-2025-12,CL0335,P11,P11-B1gis,2025-12,2025-12-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,89600.00,SYNTHETIC_SCENARIO_V1
EVID-CL0336-2026-01,CL0336,P11,P11-B2gis,2026-01,2026-01-31,FINAL_GATE,SYNTHETIC_ACCEPTANCE_RECORD,100,100,,,89600.00,SYNTHETIC_SCENARIO_V1
EVID-CL0337-2025-05,CL0337,P12,P12-Y1A6,2025-05,2025-05-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,10,10,10,SYNTHETIC 100-unit progress index; not a field measurement,14108.60,SYNTHETIC_SCENARIO_V1
EVID-CL0337-2025-06,CL0337,P12,P12-Y1A6,2025-06,2025-06-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,23,33,33,SYNTHETIC 100-unit progress index; not a field measurement,32449.78,SYNTHETIC_SCENARIO_V1
EVID-CL0337-2025-07,CL0337,P12,P12-Y1A6,2025-07,2025-07-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,25,58,58,SYNTHETIC 100-unit progress index; not a field measurement,35271.50,SYNTHETIC_SCENARIO_V1
EVID-CL0337-2025-08,CL0337,P12,P12-Y1A6,2025-08,2025-08-31,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,24,82,82,SYNTHETIC 100-unit progress index; not a field measurement,33860.64,SYNTHETIC_SCENARIO_V1
EVID-CL0337-2025-09,CL0337,P12,P12-Y1A6,2025-09,2025-09-30,WORKDAY_FALLBACK,SYNTHETIC_QUANTITY_ACCEPTANCE_100_UNITS,18,100,100,SYNTHETIC 100-unit progress index; not a field measurement,25395.48,SYNTHETIC_SCENARIO_V1
