Cost_Entry_ID,Cost_Ownership_Line_ID,Project_ID,Activity_ID,Incurred_Date,Reporting_Month,Cost_Category,Incurred_Cost_USD,Transaction_Description,Source
AC-CL0001-2025-01,CL0001,P01,P01-A1,2025-01-31,2025-01,ENGINEERING_OR_FIELD,122100.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0142-2026-01,CL0142,P06,P06-A7,2026-01-31,2026-01,ENGINEERING_OR_FIELD,93242.78,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0143-2025-12,CL0143,P06,P06-A8,2025-12-31,2025-12,ENGINEERING_OR_FIELD,53281.58,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0143-2026-01,CL0143,P06,P06-A8,2026-01-31,2026-01,ENGINEERING_OR_FIELD,79922.38,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0144-2025-11,CL0144,P06,P06-A5,2025-11-30,2025-11,ENGINEERING_OR_FIELD,96876.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0145-2025-11,CL0145,P06,P06-A5b,2025-11-30,2025-11,ENGINEERING_OR_FIELD,28524.60,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0145-2025-12,CL0145,P06,P06-A5b,2025-12-31,2025-12,ENGINEERING_OR_FIELD,68351.40,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0145-2026-01,CL0145,P06,P06-A5b,2026-01-31,2026-01,ENGINEERING_OR_FIELD,2691.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0146-2025-12,CL0146,P06,P06-A11,2025-12-31,2025-12,PROCUREMENT,21169.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0146-2026-01,CL0146,P06,P06-A11,2026-01-31,2026-01,PROCUREMENT,77500.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0146-2026-03,CL0146,P06,P06-A11,2026-03-31,2026-03,PROCUREMENT,2691.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0147-2025-12,CL0147,P06,P06-A5c,2025-12-31,2025-12,ENGINEERING_OR_FIELD,96876.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0148-2025-12,CL0148,P06,P06-A6,2025-12-31,2025-12,ENGINEERING_OR_FIELD,57049.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0148-2026-01,CL0148,P06,P06-A6,2026-01-31,2026-01,ENGINEERING_OR_FIELD,39826.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0149-2026-01,CL0149,P06,P06-A12,2026-01-31,2026-01,PROCUREMENT,84676.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0149-2026-02,CL0149,P06,P06-A12,2026-02-28,2026-02,PROCUREMENT,112663.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0149-2026-03,CL0149,P06,P06-A12,2026-03-31,2026-03,PROCUREMENT,119839.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0151-2025-12,CL0151,P06,P06-A15,2025-12-31,2025-12,ENGINEERING_OR_FIELD,151380.46,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0151-2026-01,CL0151,P06,P06-A15,2026-01-31,2026-01,ENGINEERING_OR_FIELD,216842.30,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0160-2026-01,CL0160,P06,P06-A9,2026-01-31,2026-01,ENGINEERING_OR_FIELD,180044.18,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0160-2026-02,CL0160,P06,P06-A9,2026-02-28,2026-02,ENGINEERING_OR_FIELD,463960.02,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0160-2026-03,CL0160,P06,P06-A9,2026-03-31,2026-03,ENGINEERING_OR_FIELD,48473.44,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0161-2026-03,CL0161,P06,P06-A14,2026-03-31,2026-03,ENGINEERING_OR_FIELD,207742.64,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0171-2025-09,CL0171,P07,P07-A1,2025-09-30,2025-09,ENGINEERING_OR_FIELD,12177.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0171-2025-10,CL0171,P07,P07-A1,2025-10-31,2025-10,ENGINEERING_OR_FIELD,46863.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0172-2025-10,CL0172,P07,P07-A2,2025-10-31,2025-10,ENGINEERING_OR_FIELD,59040.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0172-2025-12,CL0172,P07,P07-A2,2025-12-31,2025-12,ENGINEERING_OR_FIELD,1845.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0173-2025-10,CL0173,P07,P07-A3,2025-10-31,2025-10,ENGINEERING_OR_FIELD,6199.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0173-2025-11,CL0173,P07,P07-A3,2025-11-30,2025-11,ENGINEERING_OR_FIELD,117784.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0173-2026-03,CL0173,P07,P07-A3,2026-03-31,2026-03,ENGINEERING_OR_FIELD,3874.50,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0174-2025-12,CL0174,P07,P07-A4,2025-12-31,2025-12,ENGINEERING_OR_FIELD,109371.60,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0174-2026-01,CL0174,P07,P07-A4,2026-01-31,2026-01,ENGINEERING_OR_FIELD,5756.40,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0175-2025-12,CL0175,P07,P07-A4b,2025-12-31,2025-12,ENGINEERING_OR_FIELD,6907.68,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0175-2026-01,CL0175,P07,P07-A4b,2026-01-31,2026-01,ENGINEERING_OR_FIELD,108220.32,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0176-2025-12,CL0176,P07,P07-A5,2025-12-31,2025-12,ENGINEERING_OR_FIELD,27552.38,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0176-2026-01,CL0176,P07,P07-A5,2026-01-31,2026-01,ENGINEERING_OR_FIELD,18368.26,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0177-2026-01,CL0177,P07,P07-A5b,2026-01-31,2026-01,ENGINEERING_OR_FIELD,45919.68,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0177-2026-03,CL0177,P07,P07-A5b,2026-03-31,2026-03,ENGINEERING_OR_FIELD,1434.99,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0178-2026-02,CL0178,P07,P07-A8,2026-02-28,2026-02,PROCUREMENT,10140.59,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0178-2026-03,CL0178,P07,P07-A8,2026-03-31,2026-03,PROCUREMENT,36735.75,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0179-2026-01,CL0179,P07,P07-A5c,2026-01-31,2026-01,ENGINEERING_OR_FIELD,76752.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0179-2026-02,CL0179,P07,P07-A5c,2026-02-28,2026-02,ENGINEERING_OR_FIELD,51168.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0180-2026-02,CL0180,P07,P07-A6,2026-02-28,2026-02,ENGINEERING_OR_FIELD,76752.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0180-2026-03,CL0180,P07,P07-A6,2026-03-31,2026-03,ENGINEERING_OR_FIELD,48503.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0181-2026-02,CL0181,P07,P07-A7,2026-02-28,2026-02,ENGINEERING_OR_FIELD,256942.08,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0181-2026-03,CL0181,P07,P07-A7,2026-03-31,2026-03,ENGINEERING_OR_FIELD,171294.72,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0182-2026-03,CL0182,P07,P07-A10,2026-03-31,2026-03,ENGINEERING_OR_FIELD,428236.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0185-2026-03,CL0185,P07,P07-A9,2026-03-31,2026-03,PROCUREMENT,41820.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0192-2025-12,CL0192,P08,P08-A1,2025-12-31,2025-12,ENGINEERING_OR_FIELD,58212.54,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0192-2026-01,CL0192,P08,P08-A1,2026-01-31,2026-01,ENGINEERING_OR_FIELD,9476.46,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0193-2026-01,CL0193,P08,P08-A2,2026-01-31,2026-01,ENGINEERING_OR_FIELD,82731.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0194-2026-01,CL0194,P08,P08-A3,2026-01-31,2026-01,ENGINEERING_OR_FIELD,70196.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0194-2026-02,CL0194,P08,P08-A3,2026-02-28,2026-02,ENGINEERING_OR_FIELD,70196.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0195-2026-02,CL0195,P08,P08-A4,2026-02-28,2026-02,ENGINEERING_OR_FIELD,32591.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0195-2026-03,CL0195,P08,P08-A4,2026-03-31,2026-03,ENGINEERING_OR_FIELD,97773.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0196-2026-03,CL0196,P08,P08-A4b,2026-03-31,2026-03,ENGINEERING_OR_FIELD,58867.12,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0197-2026-03,CL0197,P08,P08-A5,2026-03-31,2026-03,ENGINEERING_OR_FIELD,65945.60,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0198-2026-03,CL0198,P08,P08-A5b,2026-03-31,2026-03,ENGINEERING_OR_FIELD,12835.84,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0202-2026-02,CL0202,P08,P08-A7,2026-02-28,2026-02,ENGINEERING_OR_FIELD,111496.10,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0220-2026-02,CL0220,P09,P09-A1,2026-02-28,2026-02,ENGINEERING_OR_FIELD,120510.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0221-2026-02,CL0221,P09,P09-A2,2026-02-28,2026-02,ENGINEERING_OR_FIELD,36153.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0221-2026-03,CL0221,P09,P09-A2,2026-03-31,2026-03,ENGINEERING_OR_FIELD,84357.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0222-2026-03,CL0222,P09,P09-A3a,2026-03-31,2026-03,ENGINEERING_OR_FIELD,83553.60,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0279-2025-04,CL0279,P11,P11-A1,2025-04-30,2025-04,ENGINEERING_OR_FIELD,72960.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0280-2025-04,CL0280,P11,P11-A2,2025-04-30,2025-04,ENGINEERING_OR_FIELD,34048.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0280-2025-05,CL0280,P11,P11-A2,2025-05-31,2025-05,ENGINEERING_OR_FIELD,14592.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0281-2025-05,CL0281,P11,P11-A3,2025-05-31,2025-05,ENGINEERING_OR_FIELD,54720.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0282-2025-06,CL0282,P11,P11-A4,2025-06-30,2025-06,ENGINEERING_OR_FIELD,63840.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0283-2025-08,CL0283,P11,P11-A8,2025-08-31,2025-08,ENGINEERING_OR_FIELD,63840.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0284-2025-06,CL0284,P11,P11-A5,2025-06-30,2025-06,ENGINEERING_OR_FIELD,31600.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0284-2025-07,CL0284,P11,P11-A5,2025-07-31,2025-07,ENGINEERING_OR_FIELD,16279.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0285-2025-07,CL0285,P11,P11-A5b,2025-07-31,2025-07,ENGINEERING_OR_FIELD,47880.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0286-2025-07,CL0286,P11,P11-A5c,2025-07-31,2025-07,ENGINEERING_OR_FIELD,71136.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0286-2025-08,CL0286,P11,P11-A5c,2025-08-31,2025-08,ENGINEERING_OR_FIELD,17784.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0287-2025-08,CL0287,P11,P11-A6,2025-08-31,2025-08,ENGINEERING_OR_FIELD,88920.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0288-2025-08,CL0288,P11,P11-A10,2025-08-31,2025-08,ENGINEERING_OR_FIELD,84658.73,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0288-2025-09,CL0288,P11,P11-A10,2025-09-30,2025-09,ENGINEERING_OR_FIELD,6372.17,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0289-2025-08,CL0289,P11,P11-A9,2025-08-31,2025-08,PROCUREMENT,189728.05,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0289-2025-09,CL0289,P11,P11-A9,2025-09-30,2025-09,PROCUREMENT,182062.28,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0290-2025-09,CL0290,P11,P11-AFIRST,2025-09-30,2025-09,ENGINEERING_OR_FIELD,273093.65,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0291-2025-09,CL0291,P11,P11-B1inst,2025-09-30,2025-09,ENGINEERING_OR_FIELD,122891.97,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0291-2025-10,CL0291,P11,P11-B1inst,2025-10-31,2025-10,ENGINEERING_OR_FIELD,255845.27,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0291-2025-11,CL0291,P11,P11-B1inst,2025-11-30,2025-11,ENGINEERING_OR_FIELD,76418.21,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0292-2025-10,CL0292,P11,P11-B2inst,2025-10-31,2025-10,ENGINEERING_OR_FIELD,100134.19,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0292-2025-11,CL0292,P11,P11-B2inst,2025-11-30,2025-11,ENGINEERING_OR_FIELD,227577.73,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0292-2025-12,CL0292,P11,P11-B2inst,2025-12-31,2025-12,ENGINEERING_OR_FIELD,127443.53,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0293-2025-10,CL0293,P11,P11-B1rest,2025-10-31,2025-10,ENGINEERING_OR_FIELD,54684.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0293-2025-11,CL0293,P11,P11-B1rest,2025-11-30,2025-11,ENGINEERING_OR_FIELD,80976.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0293-2025-12,CL0293,P11,P11-B1rest,2025-12-31,2025-12,ENGINEERING_OR_FIELD,23940.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0294-2025-11,CL0294,P11,P11-B2rest,2025-11-30,2025-11,ENGINEERING_OR_FIELD,35112.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0294-2025-12,CL0294,P11,P11-B2rest,2025-12-31,2025-12,ENGINEERING_OR_FIELD,96600.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0294-2026-01,CL0294,P11,P11-B2rest,2026-01-31,2026-01,ENGINEERING_OR_FIELD,27888.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0295-2025-09,CL0295,P11,P11-A7,2025-09-30,2025-09,TESTING_ACCEPTANCE,60800.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0296-2025-11,CL0296,P11,P11-B1test,2025-11-30,2025-11,TESTING_ACCEPTANCE,60800.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0297-2025-12,CL0297,P11,P11-B2test,2025-12-31,2025-12,TESTING_ACCEPTANCE,60800.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0298-2026-02,CL0298,P11,P11-A11,2026-02-28,2026-02,TESTING_ACCEPTANCE,60800.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0299-2025-12,CL0299,P11,P11-B1gis,2025-12-31,2025-12,ENGINEERING_OR_FIELD,21280.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0300-2026-01,CL0300,P11,P11-B2gis,2026-01-31,2026-01,ENGINEERING_OR_FIELD,21280.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0301-2026-02,CL0301,P11,P11-A12,2026-02-28,2026-02,TESTING_ACCEPTANCE,21280.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0302-2026-03,CL0302,P11,P11-A13,2026-03-31,2026-03,TESTING_ACCEPTANCE,27360.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0303-2025-01,CL0303,P12,P12-Y1A1,2025-01-31,2025-01,ENGINEERING_OR_FIELD,29702.40,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0303-2025-02,CL0303,P12,P12-Y1A1,2025-02-28,2025-02,ENGINEERING_OR_FIELD,571.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0303-2025-06,CL0303,P12,P12-Y1A1,2025-06-30,2025-06,ENGINEERING_OR_FIELD,856.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0304-2025-01,CL0304,P12,P12-Y1A2,2025-01-31,2025-01,ENGINEERING_OR_FIELD,3027.36,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0304-2025-02,CL0304,P12,P12-Y1A2,2025-02-28,2025-02,ENGINEERING_OR_FIELD,27246.24,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0304-2025-04,CL0304,P12,P12-Y1A2,2025-04-30,2025-04,ENGINEERING_OR_FIELD,856.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0305-2025-11,CL0305,P12,P12-Y2A1,2025-11-30,2025-11,ENGINEERING_OR_FIELD,38923.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0305-2026-01,CL0305,P12,P12-Y2A1,2026-01-31,2026-01,ENGINEERING_OR_FIELD,1101.60,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0306-2025-12,CL0306,P12,P12-Y2A2,2025-12-31,2025-12,ENGINEERING_OR_FIELD,38923.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0309-2025-02,CL0309,P12,P12-Y1A3,2025-02-28,2025-02,ENGINEERING_OR_FIELD,4541.04,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0309-2025-03,CL0309,P12,P12-Y1A3,2025-03-31,2025-03,ENGINEERING_OR_FIELD,40869.36,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0309-2025-07,CL0309,P12,P12-Y1A3,2025-07-31,2025-07,ENGINEERING_OR_FIELD,1285.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0310-2025-03,CL0310,P12,P12-Y1A4,2025-03-31,2025-03,ENGINEERING_OR_FIELD,9082.08,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0310-2025-04,CL0310,P12,P12-Y1A4,2025-04-30,2025-04,ENGINEERING_OR_FIELD,36328.32,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0310-2025-07,CL0310,P12,P12-Y1A4,2025-07-31,2025-07,ENGINEERING_OR_FIELD,1285.20,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0311-2025-12,CL0311,P12,P12-Y2A3,2025-12-31,2025-12,ENGINEERING_OR_FIELD,14320.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0311-2026-01,CL0311,P12,P12-Y2A3,2026-01-31,2026-01,ENGINEERING_OR_FIELD,44064.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0312-2026-01,CL0312,P12,P12-Y2A4,2026-01-31,2026-01,ENGINEERING_OR_FIELD,26857.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0312-2026-02,CL0312,P12,P12-Y2A4,2026-02-28,2026-02,ENGINEERING_OR_FIELD,31527.80,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0315-2025-04,CL0315,P12,P12-Y1A5,2025-04-30,2025-04,PROCUREMENT,26503.68,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0315-2025-05,CL0315,P12,P12-Y1A5,2025-05-31,2025-05,PROCUREMENT,96875.52,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0316-2026-02,CL0316,P12,P12-Y2A5,2026-02-28,2026-02,PROCUREMENT,80784.00,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
AC-CL0316-2026-03,CL0316,P12,P12-Y2A5,2026-03-31,2026-03,PROCUREMENT,77846.40,Synthetic work-performed cost incurrence incl. scenario cost pressure; not paid invoice,SYNTHETIC_SCENARIO_V1
